Policy_ID,Policy_Text_EN,Policy_Text_FR,Policy_Text_ES,Summarized_Text,Policy_Text_EN_tokenized,Policy_Text_FR_tokenized,Policy_Text_ES_tokenized,French_Translation,Spanish_Translation,Similarity_EN-FR,Similarity_EN-ES
b88957f1-28ac-4cb4-a7a3-c00fe4f57858,health insurance policy provides coverage hospitalization surgeries prescribed medications preexisting conditions may require additional evaluation,police dassuranc maladie couvr lhospitalisation chirurgier mdicament prescrire condition prexistante pouvoir ncessiter valuation supplmentair,plizar seguro salud cubrir hospitalizacin ciruga medicamento recetado condición preexistent poder requerir evaluacin adicional,Provides medical coverage including hospital visits and prescriptions.,"[101, 2740, 5427, 3343, 3640, 6325, 2902, 3989, 12058, 5134, 16250, 20992, 3653, 10288, 2923, 2075, 3785, 2089, 5478, 3176, 9312, 102]","[101, 2610, 8695, 26210, 2319, 2278, 28935, 10265, 2522, 2226, 19716, 1048, 15006, 23270, 13911, 3370, 9610, 6820, 10623, 3771, 9108, 5555, 3672, 3653, 11020, 3089, 2890, 4650, 3653, 9048, 12693, 2618, 13433, 2226, 6767, 4313, 13316, 7971, 21646, 26004, 10514, 9397, 13728, 4765, 11215, 102]","[101, 20228, 21335, 2099, 7367, 27390, 2080, 16183, 6784, 21987, 3089, 2099, 2902, 21335, 15459, 25022, 26549, 2050, 19960, 5555, 23065, 28667, 12928, 3527, 9530, 14808, 3258, 3653, 10288, 27870, 3372, 17491, 2121, 2128, 4226, 3089, 2099, 9345, 7630, 6305, 2378, 27133, 10446, 2389, 102]",La police d'assurance-maladie prévoit la couverture des hospitalisations Les médicaments prescrits pour les maladies préexistantes peuvent nécessiter une évaluation supplémentaire.,póliza de seguro médico proporciona cobertura cirugías de hospitalización medicamentos prescritos condiciones preexistentes pueden requerir evaluación adicional,0.8413993,0.90577245
0dd0c71b-28c8-4924-818e-af45de501d95,travel insurance covers trip cancellations lost luggage emergency medical expenses traveling abroad,lassurance voyag couvr annulatier voyage perte bagage frais mdical durgence ltranger,seguro viaje cubrir cancelación viaje prdida equipaje gasto mdico emergencia extranjero,"Covers travel risks such as cancellations, lost luggage, and medical expenses.","[101, 3604, 5427, 4472, 4440, 16990, 2015, 2439, 17434, 5057, 2966, 11727, 7118, 6917, 102]","[101, 27333, 25863, 29536, 3148, 2290, 2522, 2226, 19716, 5754, 7068, 17579, 8774, 2566, 2618, 4524, 4270, 25312, 2483, 9108, 7476, 4241, 25892, 3401, 8318, 24388, 2121, 102]","[101, 7367, 27390, 2080, 3081, 6460, 21987, 3089, 2099, 17542, 21736, 3081, 6460, 10975, 4305, 2850, 1041, 15549, 4502, 6460, 3806, 3406, 9108, 11261, 12636, 22750, 4469, 2078, 20009, 2080, 102]",assurance voyage couvre les annulations de voyage bagages perdus frais médicaux d'urgence voyage à l'étranger,seguro de viaje cubre cancelaciones de viaje perdido equipaje gastos médicos de emergencia viajar al extranjero,0.92463493,0.90231943
ba362b57-90d5-48c1-8155-902872538d9e,policy covers vehicle damages due accidents theft natural disasters liability coverage included,ce police couvr dommage vhicule devoir accident vol catastrophe naturel responsabilit civil inclus,plizar cubrir dao vehculo debido accidente robo desastre natural cobertura responsabilidad civil est incluido,"Covers vehicle damages, liability, and natural disasters.","[101, 3343, 4472, 4316, 12394, 2349, 13436, 11933, 3019, 18665, 14000, 6325, 2443, 102]","[101, 8292, 2610, 2522, 2226, 19716, 14383, 26860, 1058, 16066, 9307, 16475, 21165, 4926, 5285, 25539, 3267, 2140, 24501, 26029, 3736, 14454, 4183, 2942, 4297, 7393, 102]","[101, 20228, 21335, 2099, 21987, 3089, 2099, 4830, 2080, 2310, 16257, 18845, 2139, 17062, 2080, 4926, 2063, 6487, 2080, 4078, 14083, 2890, 3019, 2522, 8296, 4648, 24501, 26029, 3736, 14454, 27893, 2942, 9765, 4297, 7630, 13820, 102]",la police couvre les dommages causés aux véhicules par des accidents de vol,póliza cubre daños de vehículos debidos a accidentes robo cobertura de responsabilidad civil de desastres naturales incluidos,0.55930257,0.851897
573d59bb-e79f-41fb-944b-2718d4795a2a,travel insurance covers trip cancellations lost luggage emergency medical expenses traveling abroad,lassurance voyag couvr annulatier voyage perte bagage frais mdical durgence ltranger,seguro viaje cubrir cancelación viaje prdida equipaje gasto mdico emergencia extranjero,"Covers travel risks such as cancellations, lost luggage, and medical expenses.","[101, 3604, 5427, 4472, 4440, 16990, 2015, 2439, 17434, 5057, 2966, 11727, 7118, 6917, 102]","[101, 27333, 25863, 29536, 3148, 2290, 2522, 2226, 19716, 5754, 7068, 17579, 8774, 2566, 2618, 4524, 4270, 25312, 2483, 9108, 7476, 4241, 25892, 3401, 8318, 24388, 2121, 102]","[101, 7367, 27390, 2080, 3081, 6460, 21987, 3089, 2099, 17542, 21736, 3081, 6460, 10975, 4305, 2850, 1041, 15549, 4502, 6460, 3806, 3406, 9108, 11261, 12636, 22750, 4469, 2078, 20009, 2080, 102]",assurance voyage couvre les annulations de voyage bagages perdus frais médicaux d'urgence voyage à l'étranger,seguro de viaje cubre cancelaciones de viaje perdido equipaje gastos médicos de emergencia viajar al extranjero,0.92463493,0.90231943
ee8c7210-9a33-4581-8b8c-994aacf6a2a3,life insurance ensures financial security beneficiaries case policyholders death optional riders available disability coverage,lassurance vie assurer scurit financire bnficiaire cas dc titulaire police option supplmentaire disponible couvertur dinvalidit,seguro vida garantizar seguridad financiero beneficiario caso fallecimiento titular plizar opción adicional disponible cobertura discapacidad,Offers financial support for beneficiaries in case of policyholder’s death.,"[101, 2166, 5427, 21312, 3361, 3036, 3841, 12879, 24108, 5134, 2553, 3343, 17794, 2331, 11887, 8195, 2800, 11980, 6325, 102]","[101, 27333, 25863, 20098, 14306, 2099, 8040, 9496, 2102, 10346, 2319, 6895, 2890, 24869, 8873, 7405, 7442, 25222, 5887, 14841, 28970, 7442, 2610, 5724, 10514, 9397, 13728, 4765, 14737, 4487, 13102, 10698, 3468, 2522, 22909, 5339, 3126, 11586, 10175, 28173, 2102, 102]","[101, 7367, 27390, 2080, 19830, 11721, 17884, 21335, 2099, 7367, 27390, 27893, 10346, 2319, 19562, 2080, 3841, 12879, 24108, 9488, 25222, 2080, 2991, 8586, 27605, 4765, 2080, 12960, 20228, 21335, 2099, 6728, 10446, 27133, 10446, 2389, 4487, 13102, 10698, 3468, 2522, 8296, 4648, 5860, 22068, 6895, 14697, 102]",l'assurance vie assure la sécurité financière des bénéficiaires cas de souscripteurs décès cavaliers optionnels disponible couverture d'invalidité,seguro de vida asegura beneficiarios de seguridad financiera asegurados asegurados asegurados fallecimientos residentes opcionales cobertura de discapacidad disponible,0.8878739,0.89826876
9d477313-b19b-4190-9502-8677b62096d1,health insurance policy provides coverage hospitalization surgeries prescribed medications preexisting conditions may require additional evaluation,police dassuranc maladie couvr lhospitalisation chirurgier mdicament prescrire condition prexistante pouvoir ncessiter valuation supplmentair,plizar seguro salud cubrir hospitalizacin ciruga medicamento recetado condición preexistent poder requerir evaluacin adicional,Provides medical coverage including hospital visits and prescriptions.,"[101, 2740, 5427, 3343, 3640, 6325, 2902, 3989, 12058, 5134, 16250, 20992, 3653, 10288, 2923, 2075, 3785, 2089, 5478, 3176, 9312, 102]","[101, 2610, 8695, 26210, 2319, 2278, 28935, 10265, 2522, 2226, 19716, 1048, 15006, 23270, 13911, 3370, 9610, 6820, 10623, 3771, 9108, 5555, 3672, 3653, 11020, 3089, 2890, 4650, 3653, 9048, 12693, 2618, 13433, 2226, 6767, 4313, 13316, 7971, 21646, 26004, 10514, 9397, 13728, 4765, 11215, 102]","[101, 20228, 21335, 2099, 7367, 27390, 2080, 16183, 6784, 21987, 3089, 2099, 2902, 21335, 15459, 25022, 26549, 2050, 19960, 5555, 23065, 28667, 12928, 3527, 9530, 14808, 3258, 3653, 10288, 27870, 3372, 17491, 2121, 2128, 4226, 3089, 2099, 9345, 7630, 6305, 2378, 27133, 10446, 2389, 102]",La police d'assurance-maladie prévoit la couverture des hospitalisations Les médicaments prescrits pour les maladies préexistantes peuvent nécessiter une évaluation supplémentaire.,póliza de seguro médico proporciona cobertura cirugías de hospitalización medicamentos prescritos condiciones preexistentes pueden requerir evaluación adicional,0.8413993,0.90577245
09f00e66-9d27-4308-95c9-f85689e1701b,policy covers vehicle damages due accidents theft natural disasters liability coverage included,ce police couvr dommage vhicule devoir accident vol catastrophe naturel responsabilit civil inclus,plizar cubrir dao vehculo debido accidente robo desastre natural cobertura responsabilidad civil est incluido,"Covers vehicle damages, liability, and natural disasters.","[101, 3343, 4472, 4316, 12394, 2349, 13436, 11933, 3019, 18665, 14000, 6325, 2443, 102]","[101, 8292, 2610, 2522, 2226, 19716, 14383, 26860, 1058, 16066, 9307, 16475, 21165, 4926, 5285, 25539, 3267, 2140, 24501, 26029, 3736, 14454, 4183, 2942, 4297, 7393, 102]","[101, 20228, 21335, 2099, 21987, 3089, 2099, 4830, 2080, 2310, 16257, 18845, 2139, 17062, 2080, 4926, 2063, 6487, 2080, 4078, 14083, 2890, 3019, 2522, 8296, 4648, 24501, 26029, 3736, 14454, 27893, 2942, 9765, 4297, 7630, 13820, 102]",la police couvre les dommages causés aux véhicules par des accidents de vol,póliza cubre daños de vehículos debidos a accidentes robo cobertura de responsabilidad civil de desastres naturales incluidos,0.55930257,0.851897
1ddb236c-7a78-4e94-9c50-247f45ae0537,home insurance protects fire theft natural disasters coverage includes structure personal belongings,lassurance habitation protge contre lincendie vol catastrophe naturel couvertur inclure structure effet personnel,seguro hogar proteger incendio robo desastre natural cobertura incluir estructura pertenencia personal,Protects home structure and belongings from risks like fire and theft.,"[101, 2188, 5427, 18227, 2543, 11933, 3019, 18665, 6325, 2950, 3252, 3167, 20033, 102]","[101, 27333, 25863, 6552, 3258, 4013, 2102, 3351, 9530, 7913, 11409, 23865, 2666, 5285, 25539, 3267, 2140, 2522, 22909, 5339, 3126, 4297, 7630, 2890, 3252, 1041, 16020, 2102, 5073, 102]","[101, 7367, 27390, 2080, 27589, 2906, 28567, 2099, 4297, 10497, 3695, 6487, 2080, 4078, 14083, 2890, 3019, 2522, 8296, 4648, 4297, 7630, 4313, 9765, 6820, 6593, 4648, 2566, 6528, 27742, 3167, 102]",l'assurance habitation protège le vol d'incendie la couverture des catastrophes naturelles comprend la structure des effets personnels,seguro de vivienda protege robo de incendios cobertura desastres naturales incluye estructura pertenencias personales,0.8431134,0.92435265
aed48d29-c594-498a-be0c-301c4510fbdd,travel insurance covers trip cancellations lost luggage emergency medical expenses traveling abroad,lassurance voyag couvr annulatier voyage perte bagage frais mdical durgence ltranger,seguro viaje cubrir cancelación viaje prdida equipaje gasto mdico emergencia extranjero,"Covers travel risks such as cancellations, lost luggage, and medical expenses.","[101, 3604, 5427, 4472, 4440, 16990, 2015, 2439, 17434, 5057, 2966, 11727, 7118, 6917, 102]","[101, 27333, 25863, 29536, 3148, 2290, 2522, 2226, 19716, 5754, 7068, 17579, 8774, 2566, 2618, 4524, 4270, 25312, 2483, 9108, 7476, 4241, 25892, 3401, 8318, 24388, 2121, 102]","[101, 7367, 27390, 2080, 3081, 6460, 21987, 3089, 2099, 17542, 21736, 3081, 6460, 10975, 4305, 2850, 1041, 15549, 4502, 6460, 3806, 3406, 9108, 11261, 12636, 22750, 4469, 2078, 20009, 2080, 102]",assurance voyage couvre les annulations de voyage bagages perdus frais médicaux d'urgence voyage à l'étranger,seguro de viaje cubre cancelaciones de viaje perdido equipaje gastos médicos de emergencia viajar al extranjero,0.92463493,0.90231943
e0837ce4-ccb4-4934-a2d2-fa2f690f7112,business insurance provides liability property coverage businesses protecting financial losses due accidents lawsuits,lassurance entreprendre offrir couvertur responsabilit proprit entreprise protgeer contre perte financire devoir accident poursuite judiciaire,seguro comercial proporcionar cobertura responsabilidad propiedad empresa proteger prdida financiero debido accident demanda legal,Protects businesses from financial losses due to liabilities and accidents.,"[101, 2449, 5427, 3640, 14000, 3200, 6325, 5661, 8650, 3361, 6409, 2349, 13436, 20543, 102]","[101, 27333, 25863, 4372, 7913, 28139, 4859, 2890, 2125, 3089, 2099, 2522, 22909, 5339, 3126, 24501, 26029, 3736, 14454, 4183, 17678, 14778, 4372, 7913, 18098, 5562, 4013, 2102, 18372, 2099, 9530, 7913, 2566, 2618, 10346, 2319, 6895, 2890, 16475, 21165, 4926, 10364, 28880, 2063, 18414, 14808, 2401, 7442, 102]","[101, 7367, 27390, 2080, 2272, 11890, 4818, 17678, 2953, 10446, 2906, 2522, 8296, 4648, 24501, 26029, 3736, 14454, 27893, 17678, 6340, 4215, 7861, 28994, 2050, 28567, 2099, 10975, 4305, 2850, 10346, 2319, 19562, 2080, 2139, 17062, 2080, 4926, 5157, 2050, 3423, 102]",l'assurance des entreprises assure la couverture des biens à responsabilité civile les entreprises protégeant les pertes financières dues aux accidents,seguro de negocios proporciona cobertura de propiedad de responsabilidad empresarial que protege las pérdidas financieras debido a accidentes demandas,0.8592018,0.9131211
53f9fc2d-234e-4a58-9569-9ec3e090f2c1,life insurance ensures financial security beneficiaries case policyholders death optional riders available disability coverage,lassurance vie assurer scurit financire bnficiaire cas dc titulaire police option supplmentaire disponible couvertur dinvalidit,seguro vida garantizar seguridad financiero beneficiario caso fallecimiento titular plizar opción adicional disponible cobertura discapacidad,Offers financial support for beneficiaries in case of policyholder’s death.,"[101, 2166, 5427, 21312, 3361, 3036, 3841, 12879, 24108, 5134, 2553, 3343, 17794, 2331, 11887, 8195, 2800, 11980, 6325, 102]","[101, 27333, 25863, 20098, 14306, 2099, 8040, 9496, 2102, 10346, 2319, 6895, 2890, 24869, 8873, 7405, 7442, 25222, 5887, 14841, 28970, 7442, 2610, 5724, 10514, 9397, 13728, 4765, 14737, 4487, 13102, 10698, 3468, 2522, 22909, 5339, 3126, 11586, 10175, 28173, 2102, 102]","[101, 7367, 27390, 2080, 19830, 11721, 17884, 21335, 2099, 7367, 27390, 27893, 10346, 2319, 19562, 2080, 3841, 12879, 24108, 9488, 25222, 2080, 2991, 8586, 27605, 4765, 2080, 12960, 20228, 21335, 2099, 6728, 10446, 27133, 10446, 2389, 4487, 13102, 10698, 3468, 2522, 8296, 4648, 5860, 22068, 6895, 14697, 102]",l'assurance vie assure la sécurité financière des bénéficiaires cas de souscripteurs décès cavaliers optionnels disponible couverture d'invalidité,seguro de vida asegura beneficiarios de seguridad financiera asegurados asegurados asegurados fallecimientos residentes opcionales cobertura de discapacidad disponible,0.8878739,0.89826876
